store,title,review,rating,date,bank_name
Google,,Don't work,1,2025-01-25,Bank Dhofar
Google,,Very good,5,2025-01-22,Bank Dhofar
Google,,Good,1,2025-01-21,Bank Dhofar
Google,,Good g,5,2025-01-20,Bank Dhofar
Google,,pour network,1,2025-01-19,Bank Dhofar
Google,,Very much useful and user friendly app,5,2025-01-13,Bank Dhofar
Google,,Niche,5,2025-01-02,Bank Dhofar
Google,,Nice 👍,5,2024-12-10,Bank Dhofar
Google,,I have more problem to login in my new device. It's too much problem to opn it,1,2024-12-08,Bank Dhofar
Google,,Its to much exclusive. This application is good for Indian residents. Not for Pakistanis 🥹,5,2024-12-06,Bank Dhofar
Google,,This app not open.Rooted device can't launch app.,1,2024-12-02,Bank Dhofar
Google,,Nic,5,2024-11-29,Bank Dhofar
Google,,Bank bhofar team app not working and no login pls bugs fix,5,2024-11-21,Bank Dhofar
Google,,Good,5,2024-11-20,Bank Dhofar
Google,,Nice,5,2024-11-17,Bank Dhofar
Google,,That's great application,5,2024-11-12,Bank Dhofar
Google,,Good work,5,2024-11-12,Bank Dhofar
Google,,"Good app, very useful,",5,2024-11-09,Bank Dhofar
Google,,not working 10/23/24 edit working 10/28/24 thank you dhofar team,5,2024-10-28,Bank Dhofar
Google,,Whay not open my dibays,1,2024-10-23,Bank Dhofar
Google,,nice,5,2024-10-23,Bank Dhofar
Google,,Happy,5,2024-10-17,Bank Dhofar
Google,,Need mobil app,2,2024-10-13,Bank Dhofar
Google,,Not send to money mobile number to mobile number,1,2024-10-07,Bank Dhofar
Google,,Graet,5,2024-10-07,Bank Dhofar
Google,,Nice,5,2024-10-04,Bank Dhofar
Google,,I download Bank Dhofar mobile bank can't register. It's difficult to register,3,2024-10-03,Bank Dhofar
Google,,Nice,5,2024-09-27,Bank Dhofar
Google,,App design and functioning have improved immensely since the last time I used it.,4,2024-09-25,Bank Dhofar
Google,,Too much problem in using dhofar pay,2,2024-09-24,Bank Dhofar
Google,,Awesome,5,2024-09-19,Bank Dhofar
Google,,Need to add transfer by phone number to other bank,5,2024-09-13,Bank Dhofar
Google,,Great and Excellent 👌,5,2024-09-10,Bank Dhofar
Google,,I have a problem for sending money to India whenever I will try it's showing transfer to this beneficiary is not allowed. several time I will complain on customers care number and email more time but no response.after a long time now it's working.thanking you,5,2024-09-01,Bank Dhofar
Google,,من اسوأ برامج البنوك the worst banking app,1,2024-08-22,Bank Dhofar
Google,,Good,5,2024-08-20,Bank Dhofar
Google,,برنامج ممتاز يسهل الامور ويخلي الحياة سهلة,5,2024-08-13,Bank Dhofar
Google,,Good,5,2024-08-11,Bank Dhofar
Google,,Very nice Mobile banking app,5,2024-07-29,Bank Dhofar
Google,,Good 👍,5,2024-07-28,Bank Dhofar
Google,,"Apps is easy to use & stable, never faced error while using it.",5,2024-07-27,Bank Dhofar
Google,,💸,5,2024-07-26,Bank Dhofar
Google,,very good app 👍,5,2024-07-19,Bank Dhofar
Google,,Good,5,2024-07-10,Bank Dhofar
Google,,Not easy the app,5,2024-07-06,Bank Dhofar
Google,,Ok,3,2024-06-14,Bank Dhofar
Google,,Very helpful bank dhofar,5,2024-06-05,Bank Dhofar
