review_id,user_name,review_title,review_text,date,rating,source,label,country_code
0e26edee-a745-46f1-b7fa-ac00e25c2fea,تنبيه عاجل,بنك صحار,البرنامج بطئ جدا للاسف يا بنك صحار,2025-06-14T01:15:24-07:00,1,Apple App Store,app_store,om
59107347-4f1b-4570-9bca-e4b595d57132,Chittigopi,Update not happening,I’m unable to update the application,2025-06-04T23:33:07-07:00,1,Apple App Store,app_store,om
2f57e4b3-2b51-489b-8251-426ffd3cffee,Dru.3,App not updating..unable to access,I’ve been trying to update the app since yesterday.. it’s not updating. Kindly solve the issue since I need urgent access to the app.,2025-06-04T12:36:40-07:00,3,Apple App Store,app_store,om
bb755f01-8c77-4c7e-9272-d140282fdc59,"4,800y",خطأ في تسجيل الدخول,يوجد خطأ في تسجيل الدخول وكلمة المرور الرجاء مراجعة آخر تحديث للبرنامج ،،،,2025-05-02T12:31:24-07:00,2,Apple App Store,app_store,om
efed62db-131a-49b7-ba7a-2fd0a9a45d6c,Rufuku,Transfer not possible,With the new update Iam not able to transfer and OTP comes late-Please check the system,2025-04-30T02:41:31-07:00,3,Apple App Store,app_store,om
474599bd-1484-4a1c-b7d6-e319db758bfe,Soooooooiöti,When adding beneficiaries no save button,Please fix,2025-04-07T10:40:38-07:00,1,Apple App Store,app_store,om
d601e2b5-5011-4e9d-8e9d-cb22705c3965,Anqoodi,The worst Bank in Oman,To solve any issue they need ages & there is no update at all regarding your issue unless you call or visit any branch which will be full day activity I don’t recommend anyone to open an account on this Bank from real bad experience,2025-03-06T03:09:21-07:00,1,Apple App Store,app_store,om
3b4e9d59-2d32-4548-a883-b8248f5227bf,Mr.Fartoro,"Smooth, Fast & Convenient Banking","Opening an account with Bank Sohar has never been easier! Their mobile application allows you to open an account effortlessly, without the need to visit a branch. The process is quick, user-friendly, and requires minimal documentation.

One of the best features is the doorstep delivery of debit/credit cards, saving time and adding convenience. Additionally, online shopping is smooth and fast, with secure transactions and seamless payment processing, ensuring a hassle-free experience.

With its innovative digital services, excellent customer support, and commitment to convenience, Bank Sohar is a top choice for modern banking. Highly recommended!",2025-02-01T04:26:11-07:00,5,Apple App Store,app_store,om
fc1f42a5-c37b-4bd6-830f-9cd9f9008980,فاروق ابو عمر,بنك صحار الدولي,"بنك صحار الدولي 
ممتاز جداً",2025-01-05T13:47:48-07:00,5,Apple App Store,app_store,om
fade9097-f4a6-439a-a5bb-88baaefa4e59,syedahmer66,Update KYC failure,"I am unable to update my kyc details. The app takes pics of card, verify my face, even pull data from ROP and at the final proceed button it failed and asking me to visit newrest branch. Very disappointed",2024-12-25T00:29:49-07:00,1,Apple App Store,app_store,om
1eb89250-e814-4be4-9398-09919079389e,Alqarooty,Mobile transfer,I can’t make username for phone number transfer I tried many different names but it doesn’t work,2024-11-21T12:34:30-07:00,1,Apple App Store,app_store,om
1130eb46-ed66-46f0-befa-79e32c4fc313,26Akansha,Very easy and user friendly,I have 3 banks app in Oman and this app is best to use because of its simplicity. Big fan of Monthly Planner feature of the app.,2024-10-30T11:24:42-07:00,5,Apple App Store,app_store,om
a5d46641-b767-4adf-8a41-5420a2b9cff2,DeepakLC,Awesome,It’s good banking application which serve my purpose,2024-10-29T23:51:12-07:00,5,Apple App Store,app_store,om
8336eab3-bee8-46c4-a7c4-d094a2e134a5,Haider.Khamis,Seamless!,"Easy, convenient and user friendly",2024-10-29T23:17:18-07:00,5,Apple App Store,app_store,om
a9174e1b-5d7e-4c7a-a660-3c2c43dfcfaa,Ibrahim Al Brashdi,User Friendly,"Sohar International’s App is very user friendly, fast and has all the essential features for banking on the go!",2024-10-29T23:10:39-07:00,5,Apple App Store,app_store,om
58146e57-dfaa-4690-a836-2602f0419f5f,Saeed Ali H,Excellent App,It is truly a first class practical application that meets all the banking needs of individuals.,2024-10-29T22:36:13-07:00,5,Apple App Store,app_store,om
d8bf6a8a-e444-4060-925d-1a6c8a023628,؛@52738383&&؛&؛﷼.﷼.:&&:&,فاعل خير,لماذا لا يمكن فتح حساب عن طريق التطبيق بدل ما نروح للفرع؟,2024-10-29T01:18:42-07:00,4,Apple App Store,app_store,om
df852467-c68a-4b56-bd6a-044b4d51ac98,Nicky1379@,Amazing!!,Amazing!!,2024-10-14T03:35:44-07:00,5,Apple App Store,app_store,om
18bb8f21-b167-4403-8815-1dd807bf4406,aaaaziz87,Good application,Fast and good,2024-10-12T23:09:59-07:00,5,Apple App Store,app_store,om
8f7b1e77-afb2-4b82-b851-a580fdce753a,Abdullah………,Beyond banking,The only banking app in Oman providing beyond banking services.,2024-10-12T22:54:44-07:00,5,Apple App Store,app_store,om
7886ec97-af09-4ce4-be11-4f55f409bba8,HamedAS,Application,This application is the best bank app in oman,2024-10-12T22:49:46-07:00,5,Apple App Store,app_store,om
aaafc8d2-ada5-436a-a2aa-adc1c313d207,Yousuf552,Best App in banking sector,I’m amazed about the extra services outside the banking which gives me the ability to enjoy seamless experience.,2024-10-12T22:48:37-07:00,5,Apple App Store,app_store,om
70666105-5020-4136-94c3-31a2a8c9a6fb,bravo sun,Poor banking,"Poor banking applications in this advanced world using this bank services and bank work hour timings are like early 2000’s ! when you want to transfer. bank will say outside working hours, does Thursday 12pm is outside working hours? Poor services i would like to quit using this bank.",2024-08-29T04:30:51-07:00,1,Apple App Store,app_store,om
7a06ba13-a3c7-442b-96c1-8dcffd77c697,imc360,Well done !!,"SI well done super app very user friendly !!! And quick loving it !!! 

Beneficiary Adding super quick payment online I would say best in oman for me . 

Excellent service guys !!!!",2024-06-03T22:56:57-07:00,5,Apple App Store,app_store,om
9782ad92-2011-4b31-863b-400171c529bc,FR201098,The best banking application,Very user friendly application,2024-05-22T23:16:29-07:00,4,Apple App Store,app_store,om
1090680b-1c86-4dab-afa2-576efa41817b,"H1010""",Great app with loads of features,"Latest update have nice new features , easy to use",2024-05-18T19:37:51-07:00,5,Apple App Store,app_store,om
b6002199-59c0-4c6b-8ada-b5c0cafdc5f3,Asadbm,App Rating,Amazing app and amazing features.,2024-05-18T05:57:34-07:00,5,Apple App Store,app_store,om
ecfbd054-5e91-435e-8555-dc994f459b1d,الامين00,؟؟؟,"Entering the program has become difficult for a person, and it is unfortunate that I have to wait for a period in vain to enter the program. Things have become more complicated to enter the program. I have an iPhone 13 phone, bro. I find it difficult to enter the program.",2024-04-24T10:23:27-07:00,1,Apple App Store,app_store,om
49cdfbda-cc49-4b50-acad-4a7ba406a483,.Diplomat..((XOX))..Engineer.,Always stuck,"I can’t login to the app always fail , I tried to delete it and installed again but no use, it always says to me your phone not meeting the minimum security requirement! Iam using iphone 14pro max and not jailbreaking ! So what else i need to provide???",2024-04-23T11:51:34-07:00,1,Apple App Store,app_store,om
d2f97c0b-aebc-43eb-a689-f31667c6b931,وليد الحوسني,Minimum security requirements error,"Dear developers
Hope you are doing well
When i open the app it shows an error that my mobile phone does not meet the Minimum security requirements.

My phone is Iphone 15 pro max 
IOS 17.4.1",2024-04-22T12:26:20-07:00,2,Apple App Store,app_store,om
042b421d-99bc-4213-8189-9b7147be7cd6,just4me999,حسابات الاطفال,لماذا لا يوجد ربط بين حسابات الاطفال وولي الامر لتسهيل المعاملات المالية الالكترونيه واهمها تحويل الاموال,2024-04-17T22:26:04-07:00,1,Apple App Store,app_store,om
37490f73-e3dd-4515-8354-8853fed16051,بن صعر,Wealth Management Customer Unable to Register,"Unfortunately, I opened VIP account and always my ID Number being rejected to register for this app. Call center unable to support.",2024-03-21T08:58:43-07:00,1,Apple App Store,app_store,om
d1f592b7-ace0-4eb5-8dc4-cc15d1b8dd11,conrad721,App not opening in the Philippines,Why?,2024-01-22T07:34:37-07:00,3,Apple App Store,app_store,om
1fcf2d79-2147-4146-bf53-52b1d06a19fa,lahibnar,Bad app,"I can’t recharge my prebaid card pay use app
Already i call central number but still issue not solve",2024-01-04T02:57:26-07:00,1,Apple App Store,app_store,om
17ffb1b6-0def-4ef3-b970-a47c495c9452,amer994656,تحويلات بنكيه بدون رسوم,البنك متميز من ناحيه التحويلات بدون رسوم و هذا ما جعلني افتح حسابات لي و لاهلي في البنك اتمنى استمرار هذه الميزه,2023-12-11T06:14:42-07:00,5,Apple App Store,app_store,om
8b4dbb84-1b79-4dd0-bbfc-b868428ff2bd,Hajir Fajwani,WORST APP,This is the worst mbanking application!!!! I transferred money to my bank Muscat account it has been 15 days I still haven't gotten my money in my bank muscat account (this has happened to me multiple times before!) I have been trying to transfer money to another account and it doesnt work! My work keeps on getting delayed because of how BAD THIS APPLICATION IS!,2023-11-11T10:21:53-07:00,1,Apple App Store,app_store,om
7b8bb2bf-66cd-4b04-badf-de58ad116e73,Adnan7177,خدمته سيئه جدا,لا يوجد خدمة عملاء و بطاقه تشكل و اقل حاجه إذا عندك مشكله تجلس ٣ ايام عشان تنحل,2023-09-19T07:57:16-07:00,1,Apple App Store,app_store,om
f39a068f-6b06-4277-a16e-8155511de038,Naveen singhhhh,Worst ever bank,I’ll send my money to india it  take 4 days ! Reallly this app is sucks ! Even after  recieving msg of successful transaction from my side but receiver still not got any notifications or money ? IM GOING BANK RIGHT NOW TO REFUND MY MONEY AND CLOSE THIS BANK,2023-09-03T02:39:30-07:00,1,Apple App Store,app_store,om
fc43a8a9-eee9-49e9-b0ad-53a26800a535,Z’Din,Very bad option,"Pls don’t share customer care number when you know that the call is not free….. waiting long time to pick a call, this means sohar bank is working as agent to telecom companies.

Not even having free CC call",2023-08-29T12:05:06-07:00,1,Apple App Store,app_store,om
d0273314-b6e3-4f37-9f9d-d08d1d1f3f26,ZK.Loshi,Problem to to previous page with Back arrow in iphone 14,"I'm using iPhone 14 and I have a hard time going from the back button to the previous page, I have to press the back button repeatedly.  Hope Bank Sohar will fix this problem.",2023-04-03T21:07:33-07:00,3,Apple App Store,app_store,om
