review_id,user_name,review_title,review_text,date,rating,label,source,country_code,bank_name
b298581a-8045-4e7c-938d-431b444d76aa,Edwingeorge,Bug,The app log in and then log out in the next 10 seconds. I don't know what the problem is. show the session expired,2025-08-09T00:56:16-07:00,2,app_store,Apple App Store,om,Bank Muscat
57b6fec8-7595-4158-bd53-4f1377a24c2b,طرزطتطرذًذ,تحديث تحويل,غير جيد ابداً اتمنى يرجع التحويل اللي قبل,2025-07-25T15:47:25-07:00,1,app_store,Apple App Store,om,Bank Muscat
e0d2ecc6-df5c-45e7-ad7c-bc766c259469,hassan_zafarwali,I am bank muscat new moblie registration I am forget user I’d and password please help me,I am bank muscat new moblie registration I am forget user Id and password please help me,2025-07-21T06:51:09-07:00,3,app_store,Apple App Store,om,Bank Muscat
9296eab2-ace1-4700-a9db-4f2e70b50d9c,CptSyndicate,App crashing once again,"After the new update the app keeps crashing. Everytime I go to any other page once’s logged in, it abruptly crashes the app. Please fix this",2025-07-08T07:52:03-07:00,1,app_store,Apple App Store,om,Bank Muscat
ef724fc8-f255-4e29-a671-f6cb156ba924,jhoon123,تحويل الرصيد عبر الهاتف النقال,اتمنى  اضافة ميزة اخفاء الرصيد المتوفر   عند القيام بعملية تحويل الرصيد عبر الهاتف النقال,2025-07-06T08:15:04-07:00,5,app_store,Apple App Store,om,Bank Muscat
3ce89c07-896d-4e99-aeca-2c37b1d60c36,Alatif095,Last Update,"Since the last update the app doesn’t work as normal as before, it keeps logging out automatically with a message saying “session time out”",2025-07-05T07:13:27-07:00,1,app_store,Apple App Store,om,Bank Muscat
04aec6d5-7046-42a7-9afa-76144954c440,Vaidya Vatsal,"Works less, crashes more","3 days out of 7 days in a week, this app is either down or crashes every minute. Keep logging in 10 times to do one transaction. Everything that can go wrong in an app is displayed here. Poor poor banking standards.",2025-07-01T05:54:23-07:00,1,app_store,Apple App Store,om,Bank Muscat
67627e18-c43b-4696-b15d-e04efb6ce490,MSO8878,اظهار اسم الشخص كامل المراد تحويل له المبالغ,نريد اظهار اسم الشخص كامل المراد التحويل له عن طريق رقم الهاتف .. ما نريد حرفين ونجوم ******,2025-06-25T03:26:01-07:00,2,app_store,Apple App Store,om,Bank Muscat
8d4aacd9-554a-4aa6-b7c6-36503dae485e,27shayleen,Test the app before launching,The app keeps on crushing all the time even while logging in whether with password or Face ID. It’s genuinely tiring I can’t keep up with this!!! It’s been weeks!!!!!,2025-06-10T12:46:06-07:00,1,app_store,Apple App Store,om,Bank Muscat
48e6ea4f-65d1-4b16-83a9-3829d9873d74,Mohamed . Albulushi,انا واجد مستاء من التطبيق و مشاكله,بدلت تلفوني ل تلفون ثاني نفس الايكلاود و نفس كل شي لما جيت اسوي تسجيل دخول يطلع لي النظام تحت الصيانة و للعلم هالكلام مر عليه شهرين  ليش هذا كله يعني ياريت حد يفهمني,2025-06-03T21:51:16-07:00,1,app_store,Apple App Store,om,Bank Muscat
