review_id,user_name,review_title,review_text,date,rating,label,source,country_code,bank_name
aba36cfa-6b1f-48cc-8037-bd6281d41771,ShabadN,Mob App stucks randomly,"Mobile app not opening and it close by itself. I tried to re-install the app again and again. Still no way.

Rest all other mobile apps work well on my phone.",2025-03-16T12:09:49-07:00,1,app_store,Apple App Store,om,Bank Dhofar
9866537e-cad0-4d74-9da0-6f78cf4a47ec,بدر🤚🏻,حسابات الاطفال,"متى تربطوا حسابات الاطفال مع حساب الاب مثل بعض البنوك
حساب الطفل موجود في نفس البرنامج للاب او الوصي",2025-01-16T22:38:08-07:00,3,app_store,Apple App Store,om,Bank Dhofar
abb3d912-7869-49df-bef8-7b128f4a138a,Mohamed Azri,Super app,Super and wow app,2024-11-10T20:03:02-07:00,5,app_store,Apple App Store,om,Bank Dhofar
5619661b-53e1-4a59-ad82-667a5a292169,Pilot-EMC 007,Apple pay is not working,"Supposed to support Apple pay, but still not configured as it shows “the region setting for this device cant be used with Apple pay”",2024-09-19T19:34:35-07:00,1,app_store,Apple App Store,om,Bank Dhofar
adc19761-3867-483e-9b60-1fed31572c60,AQQQz.,تحسين التطبيق,التطبيق ممكن اقبله لو كان من بنك اخر لكن بنك ظفار عودنا على الرياده فالمجال التقني، التطبيق يحتاج مميزات اضافيه و أعاده تصميم، التصميم الحالي كأنه موقع,2024-09-17T18:15:35-07:00,2,app_store,Apple App Store,om,Bank Dhofar
db89d97b-ce19-4870-80d4-6c15fc56b997,🥹🥹💕💕,The app,You really need to enhance your app we save our money with you!!! It always says we cannot transform money to a number or whatever you just take the money after a sec you return it as well we do that to transform to  other people not to return the money to us back! It just always say the system not responding!!!!,2024-08-09T06:19:51-07:00,1,app_store,Apple App Store,om,Bank Dhofar
11526f52-9379-4f23-a31f-e0af68386d6f,ha0042,ظفار pay,ظفار باي لايعمل على الايفون,2024-07-10T03:08:17-07:00,1,app_store,Apple App Store,om,Bank Dhofar
139223c0-0da4-4b54-a814-de657d75464d,omair101,يحتاج تحديث للخدمات,التطبيق يحتاج تطويره أكثر من كذا و ينقصه بعض الخدمات,2024-04-24T10:13:53-07:00,2,app_store,Apple App Store,om,Bank Dhofar
f8182fad-f88f-4c35-ab37-2069b6ada565,khfschycjk,التطبيق لايعمل على كل الخيارات,تصنيف ضعيف جدا وغير صالح للاستخدام,2024-04-04T01:23:39-07:00,1,app_store,Apple App Store,om,Bank Dhofar
18c56e79-c0f0-4246-99e9-d6ed1fe43495,Al Noman Al Sedrani,Crash,App crashes alot,2024-02-22T09:01:28-07:00,1,app_store,Apple App Store,om,Bank Dhofar
3cc40df6-f1ce-4ac8-b540-ff4a794f82da,7lm211,App issue,The app for some reason is not opening and it close by itself.,2024-02-22T07:28:15-07:00,3,app_store,Apple App Store,om,Bank Dhofar
30884f03-98d9-41bc-a868-278456a55184,amer994656,تم ايقاف التطبيق لفتره طويلة,لقد توقف التطبيق لفتره طويلة و تسبب لي بخسائر كبيرة,2024-02-22T05:50:50-07:00,1,app_store,Apple App Store,om,Bank Dhofar
7ab95532-eb67-4bda-8faa-304847f5179c,Soma.88,Needs an update,The app keeps crashing at times also the transfers via mobile number doesn't work,2024-02-22T00:33:52-07:00,1,app_store,Apple App Store,om,Bank Dhofar
416d48a2-43c2-4bf9-8e92-54bd49e2c12f,السيف المأثور,ولاية عبري,بنك ظفار الوحيد في السلطنة الذي يأخذ مبلغ عند التحويل عبر الهاتف النقال ، لماذا ؟ وباقي البنوك لم تأخذ أبداً.,2024-02-21T08:14:34-07:00,1,app_store,Apple App Store,om,Bank Dhofar
b9957b44-3a60-4d63-ba38-484ce232cf20,Sigmamanalive,Useless app,It doesn’t work at all its useless app I tried to change things at the settings but it wont get right,2024-01-18T05:47:41-07:00,1,app_store,Apple App Store,om,Bank Dhofar
4045fb28-871a-4515-91c2-b34e50750b28,Yasriiiittii,Worst app,"What’s this!! Half of the time the app is not accessible, this is very irritating!! This is a sign that I have to change the bank",2024-01-05T01:21:17-07:00,1,app_store,Apple App Store,om,Bank Dhofar
5ebf8f7d-b9eb-4837-b83a-a118d9c0630d,Ahhaalgh,Very bad application,Very bad application and laggy,2023-11-21T01:37:22-07:00,1,app_store,Apple App Store,om,Bank Dhofar
3794dad6-7a8a-4f6a-8f19-7c31f7942dd0,Shwakhie,Feedback,اول مره اشوف برنامج زباله لذي الدرجه,2023-11-15T20:54:36-07:00,1,app_store,Apple App Store,om,Bank Dhofar
c3dd1732-9675-41ca-9be9-63bb5a05f906,3.rarx,سس,ياخي التطبيق مو راضي يحول فلوس ولا يسوي شي حلوا المشكلة,2023-11-04T03:16:01-07:00,1,app_store,Apple App Store,om,Bank Dhofar
e1deaac1-c781-4a80-a05b-5e71fb90b666,طارق١١٩٩٧٧٥٥,Personal shortcuts not working,Personal shortcuts page is not working There is a problem with the application,2023-10-21T05:30:30-07:00,2,app_store,Apple App Store,om,Bank Dhofar
d88052f4-06ba-41d7-9f15-0b5e56df2d10,zainad123@,Dosent work properly,bad app,2023-10-20T13:14:27-07:00,1,app_store,Apple App Store,om,Bank Dhofar
